catalog_id,catalog_name,container_id,container_name,container.type_id,unit.id,unit.type_id,collection.id
8113,congress_israel_haolami_2014,48176,2014-02-03_norav_program_congress_yeshivat-haverim-3,1,26844,18,10854
8113,congress_israel_haolami_2014,48179,2014-02-03_norav_program_congress_seuda-4,1,26845,19,10854
8113,congress_israel_haolami_2014,48252,2014-02-12_rav_lesson_achana,4,20857,11,9567
8113,congress_israel_haolami_2014,48181,2014-02-03_norav_program_congress_sadna-1,1,26846,11,10854
8113,congress_israel_haolami_2014,48182,2014-02-03_norav_program_congress_sadna-2,1,26847,11,10854
8113,congress_israel_haolami_2014,48184,2014-02-03_norav_program_congress_peilut-hibur-6,1,26848,28,10854
8113,congress_israel_haolami_2014,48186,2014-02-03_norav_program_congress_seuda-6,1,26849,19,10854
8113,congress_israel_haolami_2014,48187,2014-02-04_norav_program_congress_yeshivat-haverim-4,1,26850,18,10854
8113,congress_israel_haolami_2014,48190,2014-02-04_rav_program_congress_sadna-5,1,26851,11,10854
8113,congress_israel_haolami_2014,48191,2014-02-04_norav_program_congress_sadna-3,1,26852,11,10854
8113,congress_israel_haolami_2014,48192,2014-02-04_norav_program_congress_yeshivat-haverim-5,1,26853,18,10854
8113,congress_israel_haolami_2014,48193,2014-02-04_rav_lesson_congress_n1,4,20832,11,9558
8113,congress_israel_haolami_2014,48194,2014-02-05_norav_program_congress_yeshivat-haverim-1,1,26854,18,10854
8113,congress_israel_haolami_2014,48195,2014-02-05_rav_lesson_congress_n1,4,20833,11,9559
8113,congress_israel_haolami_2014,48196,2014-02-05_rav_program_congress_sadna-1,1,26855,11,10854
8113,congress_israel_haolami_2014,48197,2014-02-05_rav_lesson_congress_n2,4,20834,11,9559
8113,congress_israel_haolami_2014,48198,2014-02-05_rav_program_congress_sadna-2,1,26856,11,10854
8113,congress_israel_haolami_2014,48199,2014-02-05_rav_lesson_congress_n3,4,20835,11,9560
8113,congress_israel_haolami_2014,48200,2014-02-06_norav_program_congress_yeshivat-haverim-2,1,26857,18,10854
8113,congress_israel_haolami_2014,48201,2014-02-06_rav_lesson_congress_n4,4,20836,11,9561
8113,congress_israel_haolami_2014,48202,2014-02-06_rav_program_congress_sadna-3,1,26858,11,10854
8113,congress_israel_haolami_2014,48205,2014-02-06_norav_program_congress_yeshivat-haverim-3,1,26859,18,10854
8113,congress_israel_haolami_2014,48206,2014-02-06_rav_program_congress_sfarim-presentation,1,26860,28,10854
8113,congress_israel_haolami_2014,48207,2014-02-06_rav_lesson_congress_n5,4,20837,11,9561
8113,congress_israel_haolami_2014,48208,2014-02-06_rav_program_congress_zohar-presentation,1,26861,28,10854
8113,congress_israel_haolami_2014,48209,2014-02-06_rav_lesson_congress_n6,4,20838,11,9562
8113,congress_israel_haolami_2014,48380,2014-02-07_norav_program_yeshivat-haverim,1,26862,18,10854
8113,congress_israel_haolami_2014,48213,2014-02-07_norav_program_congress_yeshivat-haverim-4,1,26863,18,10854
8113,congress_israel_haolami_2014,48214,2014-02-07_rav_lesson_congress_n7,4,20839,11,9563
8113,congress_israel_haolami_2014,48215,2014-02-07_rav_program_congress_sadna-presentation,1,26864,11,10854
8113,congress_israel_haolami_2014,48216,2014-02-07_rav_program_congress_tekes-sium,1,26865,28,10854
8113,congress_israel_haolami_2014,48379,2014-02-07_rav_program_sihot_seuda-1,1,26866,19,10854
8113,congress_israel_haolami_2014,48257,2014-02-12_rav_lesson_bs-akdama-zohar,4,20856,11,9567
8113,congress_israel_haolami_2014,48222,2014-02-09_norav_program_yeshivat-haverim,1,26867,18,10854
8113,congress_israel_haolami_2014,48223,2014-02-10_rav_lesson_achana,4,20843,11,9565
8113,congress_israel_haolami_2014,48225,2014-02-10_rav_lesson_sadna,4,20842,11,9565
8113,congress_israel_haolami_2014,48226,2014-02-10_rav_lesson_zohar-la-am-hakdama,4,20844,11,9565
8113,congress_israel_haolami_2014,48227,2014-02-10_rav_lesson_bs-akdama-zohar,4,20845,11,9565
8113,congress_israel_haolami_2014,48381,2014-02-07_rav_program_sihot_seuda-3,1,26868,19,10854
